times,dyno velocities,alternator currents,battery currents
97,4.583393602,0,-21.42638506
98,2.793656555,0,-21.42638506
99,0.997027522,0,-21.42638506
100,0.000194439,0,-21.42638506
101,4.86634E-06,0,-21.42638506
102,1.46491E-06,0,-21.42638506
103,6.45837E-07,0,-21.42638506
104,3.38727E-07,0,-21.42638506
105,1.96354E-07,0,-21.42638506
106,1.2146E-07,0,-21.42638506
107,7.86136E-08,0,-21.42638506
108,5.25988E-08,0,-21.42638506
109,3.60904E-08,0,-21.42638506
110,2.52539E-08,0,-21.42638506
111,1.79492E-08,0,-21.42638506
112,1.29192E-08,0,-21.42638506
113,9.39534E-09,0,-21.42638506
114,6.89125E-09,0,-21.42638506
115,5.09073E-09,0,-21.42638506
116,3.78325E-09,0,-21.42638506
117,2.82587E-09,0,-21.42638506
118,2.11988E-09,0,-21.42638506
119,1.59614E-09,0,-21.42638506
120,1.20559E-09,0,-21.42638506
121,9.13073E-10,0,-21.42638506
122,6.93152E-10,0,-21.42638506
123,5.27266E-10,0,-21.42638506
124,3.73491E-10,0,-21.42638506
125,1.52611E-20,0,-21.42638506
126,1.52611E-20,0,-21.42638506
127,1.52611E-20,0,-21.42638506
128,1.52611E-20,0,-21.42638506
129,1.52611E-20,0,-21.42638506
130,1.52611E-20,0,-21.42638506
131,1.52611E-20,0,-21.42638506
132,1.52611E-20,0,-21.42638506
133,1.52611E-20,0,-21.42638506
134,1.52611E-20,0,-21.42638506
135,1.52611E-20,0,-21.42638506
136,1.52611E-20,0,-21.42638506
137,1.47184E-20,0,-21.42638506
138,0,0,-21.42638506
139,0.442124085,0,-189.135418
140,3.292186315,0,-49.37789055
141,8.148139062,0,-21.42638506
142,13.93715788,0,-21.42638506
143,17.60696423,0,-21.42638506
144,19.43394382,0,-21.42638506
145,20.44973453,0,-21.42638506
146,21.84661664,0,-21.42638506
