times,OBD rpm,OBD coolant temperatures,OBD engine load,OBD velocities
924.4,1385.2,84.4,0,64.64
924.5,1385,84.5,0,64.65
924.6,1384.8,84.6,0,64.66
924.7,1384.6,84.7,0,64.67
924.8,1384.4,84.8,0,64.68
924.9,1384.2,84.9,0,64.69
925,1384,85,1.48E-11,64.7
925.1,1382.5,85,1.45,64.592
925.2,1381,85,2.9,64.484
925.3,1379.5,85,4.35,64.376
925.4,1378,85,5.8,64.268
925.5,1376.5,85,7.25,64.16
925.6,1375,85,8.7,64.052
925.7,1373.5,85,10.15,63.944
925.8,1372,85,11.6,63.836
925.9,1370.5,85,13.05,63.728
926,1369,85,14.5,63.62
926.1,1366.7,85,15.13,63.53
926.2,1364.4,85,15.76,63.44
926.3,1362.1,85,16.39,63.35
926.4,1359.8,85,17.02,63.26
926.5,1357.5,85,17.65,63.17
926.6,1355.2,85,18.28,63.08
926.7,1352.9,85,18.91,62.99
926.8,1350.6,85,19.54,62.9
926.9,1348.3,85,20.17,62.81
927,1346,85,20.8,62.72
927.1,1344,85,20.92,62.658
927.2,1342,85,21.04,62.596
927.3,1340,85,21.16,62.534
927.4,1338,85,21.28,62.472
927.5,1336,85,21.4,62.41
927.6,1334,85,21.52,62.348
927.7,1332,85,21.64,62.286
927.8,1330,85,21.76,62.224
927.9,1328,85,21.88,62.162
928,1326,85,22,62.1
928.1,1324.9,85,22.04,62.032
928.2,1323.8,85,22.08,61.964
928.3,1322.7,85,22.12,61.896
928.4,1321.6,85,22.16,61.828
928.5,1320.5,85,22.2,61.76
928.6,1319.4,85,22.24,61.692
928.7,1318.3,85,22.28,61.624
928.8,1317.2,85,22.32,61.556
928.9,1316.1,85,22.36,61.488
929,1315,85,22.4,61.42
929.1,1314.2,85,22.4,61.362
929.2,1313.4,85,22.4,61.304
929.3,1312.6,85,22.4,61.246
929.4,1311.8,85,22.4,61.188
929.5,1311,85,22.4,61.13
929.6,1310.2,85,22.4,61.072
929.7,1309.4,85,22.4,61.014
929.8,1308.6,85,22.4,60.956
929.9,1307.8,85,22.4,60.898
930,1307,85,22.4,60.84
930.1,1306.4,85,20.98,60.786
930.2,1305.8,85,19.56,60.732
930.3,1305.2,85,18.14,60.678
930.4,1304.6,85,16.72,60.624
930.5,1304,85,15.3,60.57
930.6,1303.4,85,13.88,60.516
930.7,1302.8,85,12.46,60.462
930.8,1302.2,85,11.04,60.408
930.9,1301.6,85,9.62,60.354
931,1301,85,8.2,60.3
931.1,1300.6,85,7.38,60.27
931.2,1300.2,85,6.56,60.24
931.3,1299.8,85,5.74,60.21
931.4,1299.4,85,4.92,60.18
931.5,1299,85,4.1,60.15
931.6,1298.6,85,3.28,60.12
931.7,1298.2,85,2.46,60.09
931.8,1297.8,85,1.64,60.06
931.9,1297.4,85,0.82,60.03
932,1297,85,0,60
932.1,1295.7,85,0,59.96
932.2,1294.4,85,0,59.92
932.3,1293.1,85,0,59.88
932.4,1291.8,85,0,59.84
932.5,1290.5,85,0,59.8
932.6,1289.2,85,0,59.76
932.7,1287.9,85,0,59.72
932.8,1286.6,85,0,59.68
932.9,1285.3,85,0,59.64
933,1284,85,1.61E-11,59.6
933.1,1281.9,85,1.57,59.506
933.2,1279.8,85,3.14,59.412
933.3,1277.7,85,4.71,59.318
933.4,1275.6,85,6.28,59.224
933.5,1273.5,85,7.85,59.13
933.6,1271.4,85,9.42,59.036
933.7,1269.3,85,10.99,58.942
933.8,1267.2,85,12.56,58.848
933.9,1265.1,85,14.13,58.754
934,1263,85,15.7,58.66
934.1,1260.9,85,16.21,58.538
934.2,1258.8,85,16.72,58.416
934.3,1256.7,85,17.23,58.294
934.4,1254.6,85,17.74,58.172
934.5,1252.5,85,18.25,58.05
934.6,1250.4,85,18.76,57.928
934.7,1248.3,85,19.27,57.806
934.8,1246.2,85,19.78,57.684
934.9,1244.1,85,20.29,57.562
935,1242,85,20.8,57.44
935.1,1240.6,85,19.97,57.368
935.2,1239.2,85,19.14,57.296
935.3,1237.8,85,18.31,57.224
935.4,1236.4,85,17.48,57.152
935.5,1235,85,16.65,57.08
935.6,1233.6,85,15.82,57.008
935.7,1232.2,85,14.99,56.936
935.8,1230.8,85,14.16,56.864
935.9,1229.4,85,13.33,56.792
936,1228,85,12.5,56.72
936.1,1226.8,85,12.27,56.676
936.2,1225.6,85,12.04,56.632
936.3,1224.4,85,11.81,56.588
936.4,1223.2,85,11.58,56.544
936.5,1222,85,11.35,56.5
936.6,1220.8,85,11.12,56.456
936.7,1219.6,85,10.89,56.412
936.8,1218.4,85,10.66,56.368
936.9,1217.2,85,10.43,56.324
937,1216,85,10.2,56.28
937.1,1214.9,85,10.36,56.244
937.2,1213.8,85,10.52,56.208
937.3,1212.7,85,10.68,56.172
937.4,1211.6,85,10.84,56.136
937.5,1210.5,85,11,56.1
937.6,1209.4,85,11.16,56.064
937.7,1208.3,85,11.32,56.028
937.8,1207.2,85,11.48,55.992
937.9,1206.1,85,11.64,55.956
938,1205,85,11.8,55.92
938.1,1203.1,85,12.23,55.868
938.2,1201.2,85,12.66,55.816
938.3,1199.3,85,13.09,55.764
938.4,1197.4,85,13.52,55.712
938.5,1195.5,85,13.95,55.66
938.6,1193.6,85,14.38,55.608
938.7,1191.7,85,14.81,55.556
938.8,1189.8,85,15.24,55.504
938.9,1187.9,85,15.67,55.452
939,1186,85,16.1,55.4
939.1,1184.8,85,16.73,55.336
939.2,1183.6,85,17.36,55.272
939.3,1182.4,85,17.99,55.208
939.4,1181.2,85,18.62,55.144
939.5,1180,85,19.25,55.08
939.6,1178.8,85,19.88,55.016
939.7,1177.6,85,20.51,54.952
939.8,1176.4,85,21.14,54.888
939.9,1175.2,85,21.77,54.824
940,1174,85,22.4,54.76
940.1,1173.2,85,22.75,54.702
940.2,1172.4,85,23.1,54.644
940.3,1171.6,85,23.45,54.586
940.4,1170.8,85,23.8,54.528
940.5,1170,85,24.15,54.47
940.6,1169.2,85,24.5,54.412
940.7,1168.4,85,24.85,54.354
940.8,1167.6,85,25.2,54.296
940.9,1166.8,85,25.55,54.238
941,1166,85,25.9,54.18
941.1,1165.4,85,26.02,54.14
941.2,1164.8,85,26.14,54.1
941.3,1164.2,85,26.26,54.06
941.4,1163.6,85,26.38,54.02
941.5,1163,85,26.5,53.98
941.6,1162.4,85,26.62,53.94
941.7,1161.8,85,26.74,53.9
941.8,1161.2,85,26.86,53.86
941.9,1160.6,85,26.98,53.82
942,1160,85,27.1,53.78
942.1,1159.2,85,27.21,53.75
942.2,1158.4,85,27.32,53.72
942.3,1157.6,85,27.43,53.69
942.4,1156.8,85,27.54,53.66
942.5,1156,85,27.65,53.63
942.6,1155.2,85,27.76,53.6
942.7,1154.4,85,27.87,53.57
942.8,1153.6,85,27.98,53.54
942.9,1152.8,85,28.09,53.51
943,1152,85,28.2,53.48
943.1,1151.8,85,28.63,53.47
943.2,1151.6,85,29.06,53.46
943.3,1151.4,85,29.49,53.45
943.4,1151.2,85,29.92,53.44
943.5,1151,85,30.35,53.43
943.6,1150.8,85,30.78,53.42
943.7,1150.6,85,31.21,53.41
943.8,1150.4,85,31.64,53.4
943.9,1150.2,85,32.07,53.39
944,1150,85,32.5,53.38
944.1,1150.1,85,34,53.38
944.2,1150.2,85,35.5,53.38
944.3,1150.3,85,37,53.38
944.4,1150.4,85,38.5,53.38
944.5,1150.5,85,40,53.38
944.6,1150.6,85,41.5,53.38
944.7,1150.7,85,43,53.38
944.8,1150.8,85,44.5,53.38
944.9,1150.9,85,46,53.38
945,1151,85,47.5,53.38
945.1,1151,85,48.2,53.39
945.2,1151,85,48.9,53.4
945.3,1151,85,49.6,53.41
945.4,1151,85,50.3,53.42
945.5,1151,85,51,53.43
945.6,1151,85,51.7,53.44
945.7,1151,85,52.4,53.45
945.8,1151,85,53.1,53.46
945.9,1151,85,53.8,53.47
946,1151,85,54.5,53.48
946.1,1151.9,85,53.8,53.56
946.2,1152.8,85,53.1,53.64
946.3,1153.7,85,52.4,53.72
946.4,1154.6,85,51.7,53.8
946.5,1155.5,85,51,53.88
946.6,1156.4,85,50.3,53.96
946.7,1157.3,85,49.6,54.04
946.8,1158.2,85,48.9,54.12
946.9,1159.1,85,48.2,54.2
947,1160,85,47.5,54.28
947.1,1161.9,85,45.69,54.372
947.2,1163.8,85,43.88,54.464
947.3,1165.7,85,42.07,54.556
947.4,1167.6,85,40.26,54.648
947.5,1169.5,85,38.45,54.74
947.6,1171.4,85,36.64,54.832
947.7,1173.3,85,34.83,54.924
947.8,1175.2,85,33.02,55.016
947.9,1177.1,85,31.21,55.108
948,1179,85,29.4,55.2
948.1,1180,85,26.97,55.248
948.2,1181,85,24.54,55.296
948.3,1182,85,22.11,55.344
948.4,1183,85,19.68,55.392
948.5,1184,85,17.25,55.44
948.6,1185,85,14.82,55.488
948.7,1186,85,12.39,55.536
948.8,1187,85,9.96,55.584
948.9,1188,85,7.53,55.632
949,1189,85,5.1,55.68
949.1,1190.5,85,4.63,55.71
949.2,1192,85,4.16,55.74
949.3,1193.5,85,3.69,55.77
949.4,1195,85,3.22,55.8
949.5,1196.5,85,2.75,55.83
949.6,1198,85,2.28,55.86
949.7,1199.5,85,1.81,55.89
949.8,1201,85,1.34,55.92
949.9,1202.5,85,0.87,55.95
950,1204,85,0.4,55.98
950.1,1201.2,85,0.4,55.94
950.2,1198.4,85,0.4,55.9
950.3,1195.6,85,0.4,55.86
950.4,1192.8,85,0.4,55.82
950.5,1190,85,0.4,55.78
950.6,1187.2,85,0.4,55.74
950.7,1184.4,85,0.4,55.7
950.8,1181.6,85,0.4,55.66
950.9,1178.8,85,0.4,55.62
951,1176,85,0.4,55.58
951.1,1174.3,85,0.91,55.372
951.2,1172.6,85,1.42,55.164
951.3,1170.9,85,1.93,54.956
951.4,1169.2,85,2.44,54.748
951.5,1167.5,85,2.95,54.54
951.6,1165.8,85,3.46,54.332
951.7,1164.1,85,3.97,54.124
951.8,1162.4,85,4.48,53.916
951.9,1160.7,85,4.99,53.708
952,1159,85,5.5,53.5
952.1,1149.2,85,6.28,53.132
952.2,1139.4,85,7.06,52.764
952.3,1129.6,85,7.84,52.396
952.4,1119.8,85,8.62,52.028
952.5,1110,85,9.4,51.66
952.6,1100.2,85,10.18,51.292
952.7,1090.4,85,10.96,50.924
952.8,1080.6,85,11.74,50.556
952.9,1070.8,85,12.52,50.188
953,1061,85,13.3,49.82
953.1,1029.9,85,11.97,49.37
953.2,998.8,85,10.64,48.92
953.3,967.7,85,9.31,48.47
953.4,936.6,85,7.98,48.02
953.5,905.5,85,6.65,47.57
953.6,874.4,85,5.32,47.12
953.7,843.3,85,3.99,46.67
953.8,812.2,85,2.66,46.22
953.9,781.1,85,1.33,45.77
954,750,85,1.65E-11,45.32
954.1,750,85,1.61,44.852
954.2,750,85,3.22,44.384
954.3,750,85,4.83,43.916
954.4,750,85,6.44,43.448
954.5,750,85,8.05,42.98
954.6,750,85,9.66,42.512
954.7,750,85,11.27,42.044
954.8,750,85,12.88,41.576
954.9,750,85,14.49,41.108
955,750,85,16.1,40.64
955.1,791.1,84.9,14.49,40.072
955.2,832.2,84.8,12.88,39.504
955.3,873.3,84.7,11.27,38.936
955.4,914.4,84.6,9.66,38.368
955.5,955.5,84.5,8.05,37.8
955.6,996.6,84.4,6.44,37.232
955.7,1037.7,84.3,4.83,36.664
955.8,1078.8,84.2,3.22,36.096
955.9,1119.9,84.1,1.61,35.528
956,1161,84,1.84E-11,34.96
956.1,1119.9,84,1.8,34.446
956.2,1078.8,84,3.6,33.932
956.3,1037.7,84,5.4,33.418
956.4,996.6,84,7.2,32.904
956.5,955.5,84,9,32.39
956.6,914.4,84,10.8,31.876
956.7,873.3,84,12.6,31.362
956.8,832.2,84,14.4,30.848
956.9,791.1,84,16.2,30.334
957,750,84,18,29.82
957.1,788.3,83.9,19.85,29.38
957.2,826.6,83.8,21.7,28.94
957.3,864.9,83.7,23.55,28.5
957.4,903.2,83.6,25.4,28.06
957.5,941.5,83.5,27.25,27.62
957.6,979.8,83.4,29.1,27.18
957.7,1018.1,83.3,30.95,26.74
957.8,1056.4,83.2,32.8,26.3
957.9,1094.7,83.1,34.65,25.86
958,1133,83,36.5,25.42
958.1,1184,83,33.6,25.4
958.2,1235,83,30.7,25.38
958.3,1286,83,27.8,25.36
958.4,1337,83,24.9,25.34
958.5,1388,83,22,25.32
958.6,1439,83,19.1,25.3
958.7,1490,83,16.2,25.28
958.8,1541,83,13.3,25.26
958.9,1592,83,10.4,25.24
959,1643,83,7.5,25.22
959.1,1657.3,82.9,15.02,25.43
959.2,1671.6,82.8,22.54,25.64
959.3,1685.9,82.7,30.06,25.85
959.4,1700.2,82.6,37.58,26.06
959.5,1714.5,82.5,45.1,26.27
959.6,1728.8,82.4,52.62,26.48
959.7,1743.1,82.3,60.14,26.69
959.8,1757.4,82.2,67.66,26.9
959.9,1771.7,82.1,75.18,27.11
960,1786,82,82.7,27.32
960.1,1799.5,81.9,83.8,27.53
960.2,1813,81.8,84.9,27.74
960.3,1826.5,81.7,86,27.95
960.4,1840,81.6,87.1,28.16
960.5,1853.5,81.5,88.2,28.37
960.6,1867,81.4,89.3,28.58
960.7,1880.5,81.3,90.4,28.79
960.8,1894,81.2,91.5,29
960.9,1907.5,81.1,92.6,29.21
961,1921,81,93.7,29.42
961.1,1875.2,80.9,94.29,30.172
961.2,1829.4,80.8,94.88,30.924
961.3,1783.6,80.7,95.47,31.676
961.4,1737.8,80.6,96.06,32.428
961.5,1692,80.5,96.65,33.18
961.6,1646.2,80.4,97.24,33.932
961.7,1600.4,80.3,97.83,34.684
961.8,1554.6,80.2,98.42,35.436
961.9,1508.8,80.1,99.01,36.188
962,1463,80,99.6,36.94
962.1,1490.4,80,99.09,37.408
962.2,1517.8,80,98.58,37.876
962.3,1545.2,80,98.07,38.344
962.4,1572.6,80,97.56,38.812
962.5,1600,80,97.05,39.28
962.6,1627.4,80,96.54,39.748
962.7,1654.8,80,96.03,40.216
962.8,1682.2,80,95.52,40.684
962.9,1709.6,80,95.01,41.152
963,1737,80,94.5,41.62
963.1,1745,80,90.85,42.038
963.2,1753,80,87.2,42.456
963.3,1761,80,83.55,42.874
963.4,1769,80,79.9,43.292
963.5,1777,80,76.25,43.71
963.6,1785,80,72.6,44.128
963.7,1793,80,68.95,44.546
963.8,1801,80,65.3,44.964
963.9,1809,80,61.65,45.382
964,1817,80,58,45.8
964.1,1792.1,80,55.34,46.25
964.2,1767.2,80,52.68,46.7
964.3,1742.3,80,50.02,47.15
964.4,1717.4,80,47.36,47.6
964.5,1692.5,80,44.7,48.05
964.6,1667.6,80,42.04,48.5
964.7,1642.7,80,39.38,48.95
964.8,1617.8,80,36.72,49.4
964.9,1592.9,80,34.06,49.85
965,1568,80,31.4,50.3
965.1,1574,80,29.67,50.428
965.2,1580,80,27.94,50.556
965.3,1586,80,26.21,50.684
965.4,1592,80,24.48,50.812
965.5,1598,80,22.75,50.94
965.6,1604,80,21.02,51.068
965.7,1610,80,19.29,51.196
965.8,1616,80,17.56,51.324
965.9,1622,80,15.83,51.452
966,1628,80,14.1,51.58
966.1,1604.4,80,13.16,51.702
966.2,1580.8,80,12.22,51.824
966.3,1557.2,80,11.28,51.946
966.4,1533.6,80,10.34,52.068
966.5,1510,80,9.4,52.19
966.6,1486.4,80,8.46,52.312
966.7,1462.8,80,7.52,52.434
966.8,1439.2,80,6.58,52.556
966.9,1415.6,80,5.64,52.678
967,1392,80,4.7,52.8
967.1,1393.3,80,4.23,52.8
967.2,1394.6,80,3.76,52.8
967.3,1395.9,80,3.29,52.8
967.4,1397.2,80,2.82,52.8
967.5,1398.5,80,2.35,52.8
967.6,1399.8,80,1.88,52.8
967.7,1401.1,80,1.41,52.8
967.8,1402.4,80,0.94,52.8
967.9,1403.7,80,0.47,52.8
968,1405,80,0,52.8
968.1,1404.3,80,0,52.75
968.2,1403.6,80,0,52.7
968.3,1402.9,80,0,52.65
968.4,1402.2,80,0,52.6
968.5,1401.5,80,0,52.55
968.6,1400.8,80,0,52.5
968.7,1400.1,80,0,52.45
968.8,1399.4,80,0,52.4
968.9,1398.7,80,0,52.35
969,1398,80,0,52.3
969.1,1395.4,80,0,52.198
969.2,1392.8,80,0,52.096
969.3,1390.2,80,0,51.994
969.4,1387.6,80,0,51.892
969.5,1385,80,0,51.79
969.6,1382.4,80,0,51.688
969.7,1379.8,80,0,51.586
969.8,1377.2,80,0,51.484
969.9,1374.6,80,0,51.382
970,1372,80,4.09E-13,51.28
970.1,1368,80,0.04,51.06
970.2,1364,80,0.08,50.84
970.3,1360,80,0.12,50.62
970.4,1356,80,0.16,50.4
970.5,1352,80,0.2,50.18
970.6,1348,80,0.24,49.96
970.7,1344,80,0.28,49.74
970.8,1340,80,0.32,49.52
970.9,1336,80,0.36,49.3
971,1332,80,0.4,49.08
971.1,1322.5,80,0.36,48.822
971.2,1313,80,0.32,48.564
971.3,1303.5,80,0.28,48.306
971.4,1294,80,0.24,48.048
971.5,1284.5,80,0.2,47.79
971.6,1275,80,0.16,47.532
971.7,1265.5,80,0.12,47.274
971.8,1256,80,0.08,47.016
971.9,1246.5,80,0.04,46.758
972,1237,80,0,46.5
972.1,1225.4,80,0,46.026
972.2,1213.8,80,0,45.552
972.3,1202.2,80,0,45.078
972.4,1190.6,80,0,44.604
972.5,1179,80,0,44.13
972.6,1167.4,80,0,43.656
972.7,1155.8,80,0,43.182
972.8,1144.2,80,0,42.708
972.9,1132.6,80,0,42.234
973,1121,80,0,41.76
973.1,1110.8,80,0,41.296
973.2,1100.6,80,0,40.832
973.3,1090.4,80,0,40.368
973.4,1080.2,80,0,39.904
973.5,1070,80,0,39.44
973.6,1059.8,80,0,38.976
973.7,1049.6,80,0,38.512
973.8,1039.4,80,0,38.048
973.9,1029.2,80,0,37.584
974,1019,80,0,37.12
974.1,992.1,80,0,36.56
974.2,965.2,80,0,36
974.3,938.3,80,0,35.44
974.4,911.4,80,0,34.88
974.5,884.5,80,0,34.32
974.6,857.6,80,0,33.76
974.7,830.7,80,0,33.2
974.8,803.8,80,0,32.64
974.9,776.9,80,0,32.08
975,750,80,0,31.52
975.1,799.5,80,0,31.054
975.2,849,80,0,30.588
975.3,898.5,80,0,30.122
975.4,948,80,0,29.656
975.5,997.5,80,0,29.19
975.6,1047,80,0,28.724
975.7,1096.5,80,0,28.258
975.8,1146,80,0,27.792
975.9,1195.5,80,0,27.326
976,1245,80,0,26.86
976.1,1229.4,80,0,26.308
976.2,1213.8,80,0,25.756
976.3,1198.2,80,0,25.204
976.4,1182.6,80,0,24.652
976.5,1167,80,0,24.1
976.6,1151.4,80,0,23.548
976.7,1135.8,80,0,22.996
976.8,1120.2,80,0,22.444
976.9,1104.6,80,0,21.892
977,1089,80,1.36E-11,21.34
977.1,1108.4,80,1.33,20.97
977.2,1127.8,80,2.66,20.6
977.3,1147.2,80,3.99,20.23
977.4,1166.6,80,5.32,19.86
977.5,1186,80,6.65,19.49
977.6,1205.4,80,7.98,19.12
977.7,1224.8,80,9.31,18.75
977.8,1244.2,80,10.64,18.38
977.9,1263.6,80,11.97,18.01
978,1283,80,13.3,17.64
978.1,1261.9,80,13.62,17.298
978.2,1240.8,80,13.94,16.956
978.3,1219.7,80,14.26,16.614
978.4,1198.6,80,14.58,16.272
978.5,1177.5,80,14.9,15.93
978.6,1156.4,80,15.22,15.588
978.7,1135.3,80,15.54,15.246
978.8,1114.2,80,15.86,14.904
978.9,1093.1,80,16.18,14.562
979,1072,80,16.5,14.22
979.1,1039.8,80,16.38,13.966
979.2,1007.6,80,16.26,13.712
979.3,975.4,80,16.14,13.458
979.4,943.2,80,16.02,13.204
979.5,911,80,15.9,12.95
979.6,878.8,80,15.78,12.696
979.7,846.6,80,15.66,12.442
979.8,814.4,80,15.54,12.188
979.9,782.2,80,15.42,11.934
980,750,80,15.3,11.68
980.1,750,80,15.26,11.436
980.2,750,80,15.22,11.192
980.3,750,80,15.18,10.948
980.4,750,80,15.14,10.704
980.5,750,80,15.1,10.46
980.6,750,80,15.06,10.216
980.7,750,80,15.02,9.972
980.8,750,80,14.98,9.728
980.9,750,80,14.94,9.484
981,750,80,14.9,9.24
981.1,750,80,14.9,8.996
981.2,750,80,14.9,8.752
981.3,750,80,14.9,8.508
981.4,750,80,14.9,8.264
981.5,750,80,14.9,8.02
981.6,750,80,14.9,7.776
981.7,750,80,14.9,7.532
981.8,750,80,14.9,7.288
981.9,750,80,14.9,7.044
982,750,80,14.9,6.8
982.1,750,80,14.82,6.59
982.2,750,80,14.74,6.38
982.3,750,80,14.66,6.17
982.4,750,80,14.58,5.96
982.5,750,80,14.5,5.75
982.6,750,80,14.42,5.54
982.7,750,80,14.34,5.33
982.8,750,80,14.26,5.12
982.9,750,80,14.18,4.91
983,750,80,14.1,4.7
983.1,750,80,13.98,4.5
983.2,750,80,13.86,4.3
983.3,750,80,13.74,4.1
983.4,750,80,13.62,3.9
983.5,750,80,13.5,3.7
983.6,750,80,13.38,3.5
983.7,750,80,13.26,3.3
983.8,750,80,13.14,3.1
983.9,750,80,13.02,2.9
984,750,80,12.9,2.7
984.1,750,80,12.86,2.43
984.2,750,80,12.82,2.16
984.3,750,80,12.78,1.89
984.4,750,80,12.74,1.62
984.5,750,80,12.7,1.35
984.6,750,80,12.66,1.08
984.7,750,80,12.62,0.81
984.8,750,80,12.58,0.54
984.9,750,80,12.54,0.27
985,750,80,12.5,0
985.1,750,80,12.54,0
985.2,750,80,12.58,0
985.3,750,80,12.62,0
985.4,750,80,12.66,0
985.5,750,80,12.7,0
985.6,750,80,12.74,0
985.7,750,80,12.78,0
985.8,750,80,12.82,0
985.9,750,80,12.86,0
986,750,80,12.9,0
986.1,750,80,12.9,0
986.2,750,80,12.9,0
986.3,750,80,12.9,0
986.4,750,80,12.9,0
986.5,750,80,12.9,0
986.6,750,80,12.9,0
986.7,750,80,12.9,0
986.8,750,80,12.9,0
986.9,750,80,12.9,0
987,750,80,12.9,0
987.1,750,80,12.86,0
987.2,750,80,12.82,0
987.3,750,80,12.78,0
987.4,750,80,12.74,0
987.5,750,80,12.7,0
987.6,750,80,12.66,0
987.7,750,80,12.62,0
987.8,750,80,12.58,0
987.9,750,80,12.54,0
988,750,80,12.5,0
988.1,750,80,12.54,0
988.2,750,80,12.58,0
988.3,750,80,12.62,0
988.4,750,80,12.66,0
988.5,750,80,12.7,0
988.6,750,80,12.74,0
988.7,750,80,12.78,0
988.8,750,80,12.82,0
988.9,750,80,12.86,0
989,750,80,12.9,0
989.1,750,80,12.94,0
989.2,750,80,12.98,0
989.3,750,80,13.02,0
989.4,750,80,13.06,0
989.5,750,80,13.1,0
989.6,750,80,13.14,0
989.7,750,80,13.18,0
989.8,750,80,13.22,0
989.9,750,80,13.26,0
990,750,80,13.3,0
990.1,750,80,13.26,0
990.2,750,80,13.22,0
990.3,750,80,13.18,0
990.4,750,80,13.14,0
990.5,750,80,13.1,0
990.6,750,80,13.06,0
990.7,750,80,13.02,0
990.8,750,80,12.98,0
990.9,750,80,12.94,0
991,750,80,12.9,0
991.1,750,80,12.9,0
991.2,750,80,12.9,0
991.3,750,80,12.9,0
991.4,750,80,12.9,0
991.5,750,80,12.9,0
991.6,750,80,12.9,0
991.7,750,80,12.9,0
991.8,750,80,12.9,0
991.9,750,80,12.9,0
992,750,80,12.9,0
992.1,750,80,12.94,0
992.2,750,80,12.98,0
992.3,750,80,13.02,0
992.4,750,80,13.06,0
992.5,750,80,13.1,0
992.6,750,80,13.14,0
992.7,750,80,13.18,0
992.8,750,80,13.22,0
992.9,750,80,13.26,0
993,750,80,13.3,0
993.1,750,80,13.3,0
993.2,750,80,13.3,0
993.3,750,80,13.3,0
993.4,750,80,13.3,0
993.5,750,80,13.3,0
993.6,750,80,13.3,0
993.7,750,80,13.3,0
993.8,750,80,13.3,0
993.9,750,80,13.3,0
994,750,80,13.3,0
994.1,750,80,13.3,0
994.2,750,80,13.3,0
994.3,750,80,13.3,0
994.4,750,80,13.3,0
994.5,750,80,13.3,0
994.6,750,80,13.3,0
994.7,750,80,13.3,0
994.8,750,80,13.3,0
994.9,750,80,13.3,0
995,750,80,13.3,0
995.1,750,80,13.3,0
995.2,750,80,13.3,0
995.3,750,80,13.3,0
995.4,750,80,13.3,0
995.5,750,80,13.3,0
995.6,750,80,13.3,0
995.7,750,80,13.3,0
995.8,750,80,13.3,0
995.9,750,80,13.3,0
996,750,80,13.3,0
996.1,750,80,13.3,0
996.2,750,80,13.3,0
996.3,750,80,13.3,0
996.4,750,80,13.3,0
996.5,750,80,13.3,0
996.6,750,80,13.3,0
996.7,750,80,13.3,0
996.8,750,80,13.3,0
996.9,750,80,13.3,0
997,750,80,13.3,0
997.1,750,80,13.3,0
997.2,750,80,13.3,0
997.3,750,80,13.3,0
997.4,750,80,13.3,0
997.5,750,80,13.3,0
997.6,750,80,13.3,0
997.7,750,80,13.3,0
997.8,750,80,13.3,0
997.9,750,80,13.3,0
998,750,80,13.3,0
998.1,750,79.9,13.3,0
998.2,750,79.8,13.3,0
998.3,750,79.7,13.3,0
998.4,750,79.6,13.3,0
998.5,750,79.5,13.3,0
998.6,750,79.4,13.3,0
998.7,750,79.3,13.3,0
998.8,750,79.2,13.3,0
998.9,750,79.1,13.3,0
999,750,79,13.3,0
999.1,750,79,13.3,0
999.2,750,79,13.3,0
999.3,750,79,13.3,0
999.4,750,79,13.3,0
999.5,750,79,13.3,0
999.6,750,79,13.3,0
999.7,750,79,13.3,0
999.8,750,79,13.3,0
999.9,750,79,13.3,0
1000,750,79,13.3,0
1000.1,750,79,13.3,0
1000.2,750,79,13.3,0
1000.3,750,79,13.3,0
1000.4,750,79,13.3,0
1000.5,750,79,13.3,0
1000.6,750,79,13.3,0
1000.7,750,79,13.3,0
1000.8,750,79,13.3,0
1000.9,750,79,13.3,0
1001,750,79,13.3,0
1001.1,750,79,13.3,0
1001.2,750,79,13.3,0
1001.3,750,79,13.3,0
1001.4,750,79,13.3,0
1001.5,750,79,13.3,0
1001.6,750,79,13.3,0
1001.7,750,79,13.3,0
1001.8,750,79,13.3,0
1001.9,750,79,13.3,0
1002,750,79,13.3,0
1002.1,750,79,13.3,0
1002.2,750,79,13.3,0
1002.3,750,79,13.3,0
1002.4,750,79,13.3,0
1002.5,750,79,13.3,0
1002.6,750,79,13.3,0
1002.7,750,79,13.3,0
1002.8,750,79,13.3,0
1002.9,750,79,13.3,0
1003,750,79,13.3,0
1003.1,750,79,13.3,0
1003.2,750,79,13.3,0
1003.3,750,79,13.3,0
1003.4,750,79,13.3,0
1003.5,750,79,13.3,0
1003.6,750,79,13.3,0
1003.7,750,79,13.3,0
1003.8,750,79,13.3,0
1003.9,750,79,13.3,0
1004,750,79,13.3,0
1004.1,750,79,13.3,0
1004.2,750,79,13.3,0
1004.3,750,79,13.3,0
1004.4,750,79,13.3,0
1004.5,750,79,13.3,0
1004.6,750,79,13.3,0
1004.7,750,79,13.3,0
1004.8,750,79,13.3,0
1004.9,750,79,13.3,0
1005,750,79,13.3,0
1005.1,750,79,13.3,0
1005.2,750,79,13.3,0
1005.3,750,79,13.3,0
1005.4,750,79,13.3,0
1005.5,750,79,13.3,0
1005.6,750,79,13.3,0
1005.7,750,79,13.3,0
1005.8,750,79,13.3,0
1005.9,750,79,13.3,0
1006,750,79,13.3,0
1006.1,750,79,13.3,0
1006.2,750,79,13.3,0
1006.3,750,79,13.3,0
1006.4,750,79,13.3,0
1006.5,750,79,13.3,0
1006.6,750,79,13.3,0
1006.7,750,79,13.3,0
1006.8,750,79,13.3,0
1006.9,750,79,13.3,0
1007,750,79,13.3,0
1007.1,750,79,13.3,0
1007.2,750,79,13.3,0
1007.3,750,79,13.3,0
1007.4,750,79,13.3,0
