times,OBD rpm,OBD coolant temperatures,OBD engine load,OBD velocities
228.6,1197.6,45,31.36,56.66
228.7,1199.2,45,31.17,56.79
228.8,1200.8,45,30.98,56.92
228.9,1202.4,45,30.79,57.05
229,1204,45,30.6,57.18
229.1,1204.7,45.1,30.17,57.192
229.2,1205.4,45.2,29.74,57.204
229.3,1206.1,45.3,29.31,57.216
229.4,1206.8,45.4,28.88,57.228
229.5,1207.5,45.5,28.45,57.24
229.6,1208.2,45.6,28.02,57.252
229.7,1208.9,45.7,27.59,57.264
229.8,1209.6,45.8,27.16,57.276
229.9,1210.3,45.9,26.73,57.288
230,1211,46,26.3,57.3
230.1,1211.4,46,23.79,57.244
230.2,1211.8,46,21.28,57.188
230.3,1212.2,46,18.77,57.132
230.4,1212.6,46,16.26,57.076
230.5,1213,46,13.75,57.02
230.6,1213.4,46,11.24,56.964
230.7,1213.8,46,8.73,56.908
230.8,1214.2,46,6.22,56.852
230.9,1214.6,46,3.71,56.796
231,1215,46,1.2,56.74
231.1,1214.8,46,1.16,56.608
231.2,1214.6,46,1.12,56.476
231.3,1214.4,46,1.08,56.344
231.4,1214.2,46,1.04,56.212
231.5,1214,46,1,56.08
231.6,1213.8,46,0.96,55.948
231.7,1213.6,46,0.92,55.816
231.8,1213.4,46,0.88,55.684
231.9,1213.2,46,0.84,55.552
232,1213,46,0.8,55.42
232.1,1211.1,46,0.8,55.288
232.2,1209.2,46,0.8,55.156
232.3,1207.3,46,0.8,55.024
232.4,1205.4,46,0.8,54.892
232.5,1203.5,46,0.8,54.76
232.6,1201.6,46,0.8,54.628
232.7,1199.7,46,0.8,54.496
232.8,1197.8,46,0.8,54.364
232.9,1195.9,46,0.8,54.232
233,1194,46,0.8,54.1
233.1,1191.5,46,2.21,53.984
233.2,1189,46,3.62,53.868
233.3,1186.5,46,5.03,53.752
233.4,1184,46,6.44,53.636
233.5,1181.5,46,7.85,53.52
233.6,1179,46,9.26,53.404
233.7,1176.5,46,10.67,53.288
233.8,1174,46,12.08,53.172
233.9,1171.5,46,13.49,53.056
234,1169,46,14.9,52.94
234.1,1166.1,46,13.41,52.822
234.2,1163.2,46,11.92,52.704
234.3,1160.3,46,10.43,52.586
234.4,1157.4,46,8.94,52.468
234.5,1154.5,46,7.45,52.35
234.6,1151.6,46,5.96,52.232
234.7,1148.7,46,4.47,52.114
234.8,1145.8,46,2.98,51.996
234.9,1142.9,46,1.49,51.878
235,1140,46,0,51.76
235.1,1101,46.1,0,51.62
235.2,1062,46.2,0,51.48
235.3,1023,46.3,0,51.34
235.4,984,46.4,0,51.2
235.5,945,46.5,0,51.06
235.6,906,46.6,0,50.92
235.7,867,46.7,0,50.78
235.8,828,46.8,0,50.64
235.9,789,46.9,0,50.5
236,750,47,0,50.36
236.1,784.5,47,0,50.216
236.2,819,47,0,50.072
236.3,853.5,47,0,49.928
236.4,888,47,0,49.784
236.5,922.5,47,0,49.64
236.6,957,47,0,49.496
236.7,991.5,47,0,49.352
236.8,1026,47,0,49.208
236.9,1060.5,47,0,49.064
237,1095,47,0,48.92
237.1,1116,47,0,48.766
237.2,1137,47,0,48.612
237.3,1158,47,0,48.458
237.4,1179,47,0,48.304
237.5,1200,47,0,48.15
237.6,1221,47,0,47.996
237.7,1242,47,0,47.842
237.8,1263,47,0,47.688
237.9,1284,47,0,47.534
238,1305,47,0,47.38
238.1,1301.2,47,0,47.208
238.2,1297.4,47,0,47.036
238.3,1293.6,47,0,46.864
238.4,1289.8,47,0,46.692
238.5,1286,47,0,46.52
238.6,1282.2,47,0,46.348
238.7,1278.4,47,0,46.176
238.8,1274.6,47,0,46.004
238.9,1270.8,47,0,45.832
239,1267,47,0,45.66
239.1,1262.8,47,2.24,45.538
239.2,1258.6,47,4.48,45.416
239.3,1254.4,47,6.72,45.294
239.4,1250.2,47,8.96,45.172
239.5,1246,47,11.2,45.05
239.6,1241.8,47,13.44,44.928
239.7,1237.6,47,15.68,44.806
239.8,1233.4,47,17.92,44.684
239.9,1229.2,47,20.16,44.562
240,1225,47,22.4,44.44
240.1,1216.5,47,20.16,44.238
240.2,1208,47,17.92,44.036
240.3,1199.5,47,15.68,43.834
240.4,1191,47,13.44,43.632
240.5,1182.5,47,11.2,43.43
240.6,1174,47,8.96,43.228
240.7,1165.5,47,6.72,43.026
240.8,1157,47,4.48,42.824
240.9,1148.5,47,2.24,42.622
241,1140,47,0,42.42
241.1,1101,47,0,42.198
241.2,1062,47,0,41.976
241.3,1023,47,0,41.754
241.4,984,47,0,41.532
241.5,945,47,0,41.31
241.6,906,47,0,41.088
241.7,867,47,0,40.866
241.8,828,47,0,40.644
241.9,789,47,0,40.422
242,750,47,0,40.2
242.1,802.6,47,0,39.914
242.2,855.2,47,0,39.628
242.3,907.8,47,0,39.342
242.4,960.4,47,0,39.056
242.5,1013,47,0,38.77
242.6,1065.6,47,0,38.484
242.7,1118.2,47,0,38.198
242.8,1170.8,47,0,37.912
242.9,1223.4,47,0,37.626
243,1276,47,0,37.34
243.1,1265.6,47,0,36.932
243.2,1255.2,47,0,36.524
243.3,1244.8,47,0,36.116
243.4,1234.4,47,0,35.708
243.5,1224,47,0,35.3
243.6,1213.6,47,0,34.892
243.7,1203.2,47,0,34.484
243.8,1192.8,47,0,34.076
243.9,1182.4,47,0,33.668
244,1172,47,0,33.26
244.1,1156.3,47,0,32.908
244.2,1140.6,47,0,32.556
244.3,1124.9,47,0,32.204
244.4,1109.2,47,0,31.852
244.5,1093.5,47,0,31.5
244.6,1077.8,47,0,31.148
244.7,1062.1,47,0,30.796
244.8,1046.4,47,0,30.444
244.9,1030.7,47,0,30.092
245,1015,47,0,29.74
245.1,1045.1,47,0.86,29.418
245.2,1075.2,47,1.72,29.096
245.3,1105.3,47,2.58,28.774
245.4,1135.4,47,3.44,28.452
245.5,1165.5,47,4.3,28.13
245.6,1195.6,47,5.16,27.808
245.7,1225.7,47,6.02,27.486
245.8,1255.8,47,6.88,27.164
245.9,1285.9,47,7.74,26.842
246,1316,47,8.6,26.52
246.1,1290.4,47,7.74,26.184
246.2,1264.8,47,6.88,25.848
246.3,1239.2,47,6.02,25.512
246.4,1213.6,47,5.16,25.176
246.5,1188,47,4.3,24.84
246.6,1162.4,47,3.44,24.504
246.7,1136.8,47,2.58,24.168
246.8,1111.2,47,1.72,23.832
246.9,1085.6,47,0.86,23.496
247,1060,47,0,23.16
247.1,1029,47,0,23.076
247.2,998,47,0,22.992
247.3,967,47,0,22.908
247.4,936,47,0,22.824
247.5,905,47,0,22.74
247.6,874,47,0,22.656
247.7,843,47,0,22.572
247.8,812,47,0,22.488
247.9,781,47,0,22.404
248,750,47,0,22.32
248.1,792.8,47,1.02,22.28
248.2,835.6,47,2.04,22.24
248.3,878.4,47,3.06,22.2
248.4,921.2,47,4.08,22.16
248.5,964,47,5.1,22.12
248.6,1006.8,47,6.12,22.08
248.7,1049.6,47,7.14,22.04
248.8,1092.4,47,8.16,22
248.9,1135.2,47,9.18,21.96
249,1178,47,10.2,21.92
249.1,1196.6,47,10.79,21.754
249.2,1215.2,47,11.38,21.588
249.3,1233.8,47,11.97,21.422
249.4,1252.4,47,12.56,21.256
249.5,1271,47,13.15,21.09
249.6,1289.6,47,13.74,20.924
249.7,1308.2,47,14.33,20.758
249.8,1326.8,47,14.92,20.592
249.9,1345.4,47,15.51,20.426
250,1364,47,16.1,20.26
250.1,1353.8,47,15.16,20.07
250.2,1343.6,47,14.22,19.88
250.3,1333.4,47,13.28,19.69
250.4,1323.2,47,12.34,19.5
250.5,1313,47,11.4,19.31
250.6,1302.8,47,10.46,19.12
250.7,1292.6,47,9.52,18.93
250.8,1282.4,47,8.58,18.74
250.9,1272.2,47,7.64,18.55
251,1262,47,6.7,18.36
251.1,1258.1,47,6.27,18.246
251.2,1254.2,47,5.84,18.132
251.3,1250.3,47,5.41,18.018
251.4,1246.4,47,4.98,17.904
251.5,1242.5,47,4.55,17.79
251.6,1238.6,47,4.12,17.676
251.7,1234.7,47,3.69,17.562
251.8,1230.8,47,3.26,17.448
251.9,1226.9,47,2.83,17.334
252,1223,47,2.4,17.22
252.1,1220.2,47,3.61,17.296
252.2,1217.4,47,4.82,17.372
252.3,1214.6,47,6.03,17.448
252.4,1211.8,47,7.24,17.524
252.5,1209,47,8.45,17.6
252.6,1206.2,47,9.66,17.676
252.7,1203.4,47,10.87,17.752
252.8,1200.6,47,12.08,17.828
252.9,1197.8,47,13.29,17.904
253,1195,47,14.5,17.98
253.1,1188.4,47,13.05,17.948
253.2,1181.8,47,11.6,17.916
253.3,1175.2,47,10.15,17.884
253.4,1168.6,47,8.7,17.852
253.5,1162,47,7.25,17.82
253.6,1155.4,47,5.8,17.788
253.7,1148.8,47,4.35,17.756
253.8,1142.2,47,2.9,17.724
253.9,1135.6,47,1.45,17.692
254,1129,47,0,17.66
254.1,1126.3,47,1.33,17.508
254.2,1123.6,47,2.66,17.356
254.3,1120.9,47,3.99,17.204
254.4,1118.2,47,5.32,17.052
254.5,1115.5,47,6.65,16.9
254.6,1112.8,47,7.98,16.748
254.7,1110.1,47,9.31,16.596
254.8,1107.4,47,10.64,16.444
254.9,1104.7,47,11.97,16.292
255,1102,47,13.3,16.14
255.1,1094,47,14.83,15.96
255.2,1086,47,16.36,15.78
255.3,1078,47,17.89,15.6
255.4,1070,47,19.42,15.42
255.5,1062,47,20.95,15.24
255.6,1054,47,22.48,15.06
255.7,1046,47,24.01,14.88
255.8,1038,47,25.54,14.7
255.9,1030,47,27.07,14.52
256,1022,47,28.6,14.34
256.1,994.8,47,29.9,14.35
256.2,967.6,47,31.2,14.36
256.3,940.4,47,32.5,14.37
256.4,913.2,47,33.8,14.38
256.5,886,47,35.1,14.39
256.6,858.8,47,36.4,14.4
256.7,831.6,47,37.7,14.41
256.8,804.4,47,39,14.42
256.9,777.2,47,40.3,14.43
257,750,47,41.6,14.44
257.1,750,47,41.44,14.638
257.2,750,47,41.28,14.836
257.3,750,47,41.12,15.034
257.4,750,47,40.96,15.232
257.5,750,47,40.8,15.43
257.6,750,47,40.64,15.628
257.7,750,47,40.48,15.826
257.8,750,47,40.32,16.024
257.9,750,47,40.16,16.222
258,750,47,40,16.42
258.1,781,47,39.37,16.744
258.2,812,47,38.74,17.068
258.3,843,47,38.11,17.392
258.4,874,47,37.48,17.716
258.5,905,47,36.85,18.04
258.6,936,47,36.22,18.364
258.7,967,47,35.59,18.688
258.8,998,47,34.96,19.012
258.9,1029,47,34.33,19.336
259,1060,47,33.7,19.66
259.1,1079.8,47,33.27,19.956
259.2,1099.6,47,32.84,20.252
259.3,1119.4,47,32.41,20.548
259.4,1139.2,47,31.98,20.844
259.5,1159,47,31.55,21.14
259.6,1178.8,47,31.12,21.436
259.7,1198.6,47,30.69,21.732
259.8,1218.4,47,30.26,22.028
259.9,1238.2,47,29.83,22.324
260,1258,47,29.4,22.62
260.1,1272.1,47,30.7,22.902
260.2,1286.2,47,32,23.184
260.3,1300.3,47,33.3,23.466
260.4,1314.4,47,34.6,23.748
260.5,1328.5,47,35.9,24.03
260.6,1342.6,47,37.2,24.312
260.7,1356.7,47,38.5,24.594
260.8,1370.8,47,39.8,24.876
260.9,1384.9,47,41.1,25.158
261,1399,47,42.4,25.44
261.1,1416.8,47,38.4,25.73
261.2,1434.6,47,34.4,26.02
261.3,1452.4,47,30.4,26.31
261.4,1470.2,47,26.4,26.6
261.5,1488,47,22.4,26.89
261.6,1505.8,47,18.4,27.18
261.7,1523.6,47,14.4,27.47
261.8,1541.4,47,10.4,27.76
261.9,1559.2,47,6.4,28.05
262,1577,47,2.4,28.34
262.1,1595.5,47.1,8.91,28.438
262.2,1614,47.2,15.42,28.536
262.3,1632.5,47.3,21.93,28.634
262.4,1651,47.4,28.44,28.732
262.5,1669.5,47.5,34.95,28.83
262.6,1688,47.6,41.46,28.928
262.7,1706.5,47.7,47.97,29.026
262.8,1725,47.8,54.48,29.124
262.9,1743.5,47.9,60.99,29.222
263,1762,48,67.5,29.32
263.1,1775.7,48,63.02,29.726
263.2,1789.4,48,58.54,30.132
263.3,1803.1,48,54.06,30.538
263.4,1816.8,48,49.58,30.944
263.5,1830.5,48,45.1,31.35
263.6,1844.2,48,40.62,31.756
263.7,1857.9,48,36.14,32.162
263.8,1871.6,48,31.66,32.568
263.9,1885.3,48,27.18,32.974
264,1899,48,22.7,33.38
264.1,1847.2,48,26.86,33.696
264.2,1795.4,48,31.02,34.012
264.3,1743.6,48,35.18,34.328
264.4,1691.8,48,39.34,34.644
264.5,1640,48,43.5,34.96
264.6,1588.2,48,47.66,35.276
264.7,1536.4,48,51.82,35.592
264.8,1484.6,48,55.98,35.908
264.9,1432.8,48,60.14,36.224
265,1381,48,64.3,36.54
265.1,1397.6,48,65.95,36.638
265.2,1414.2,48,67.6,36.736
265.3,1430.8,48,69.25,36.834
265.4,1447.4,48,70.9,36.932
265.5,1464,48,72.55,37.03
265.6,1480.6,48,74.2,37.128
265.7,1497.2,48,75.85,37.226
265.8,1513.8,48,77.5,37.324
265.9,1530.4,48,79.15,37.422
266,1547,48,80.8,37.52
266.1,1510.7,48,75.54,37.764
266.2,1474.4,48,70.28,38.008
266.3,1438.1,48,65.02,38.252
266.4,1401.8,48,59.76,38.496
266.5,1365.5,48,54.5,38.74
266.6,1329.2,48,49.24,38.984
266.7,1292.9,48,43.98,39.228
266.8,1256.6,48,38.72,39.472
266.9,1220.3,48,33.46,39.716
267,1184,48,28.2,39.96
267.1,1193.6,48,29.5,40.22
267.2,1203.2,48,30.8,40.48
267.3,1212.8,48,32.1,40.74
267.4,1222.4,48,33.4,41
267.5,1232,48,34.7,41.26
267.6,1241.6,48,36,41.52
267.7,1251.2,48,37.3,41.78
267.8,1260.8,48,38.6,42.04
267.9,1270.4,48,39.9,42.3
268,1280,48,41.2,42.56
268.1,1288.9,48,41.67,42.588
268.2,1297.8,48,42.14,42.616
268.3,1306.7,48,42.61,42.644
268.4,1315.6,48,43.08,42.672
268.5,1324.5,48,43.55,42.7
268.6,1333.4,48,44.02,42.728
268.7,1342.3,48,44.49,42.756
268.8,1351.2,48,44.96,42.784
268.9,1360.1,48,45.43,42.812
269,1369,48,45.9,42.84
269.1,1346.9,48.1,44.02,43.052
269.2,1324.8,48.2,42.14,43.264
269.3,1302.7,48.3,40.26,43.476
269.4,1280.6,48.4,38.38,43.688
269.5,1258.5,48.5,36.5,43.9
269.6,1236.4,48.6,34.62,44.112
269.7,1214.3,48.7,32.74,44.324
269.8,1192.2,48.8,30.86,44.536
269.9,1170.1,48.9,28.98,44.748
270,1148,49,27.1,44.96
270.1,1152.5,49,24.94,45.082
270.2,1157,49,22.78,45.204
270.3,1161.5,49,20.62,45.326
270.4,1166,49,18.46,45.448
270.5,1170.5,49,16.3,45.57
270.6,1175,49,14.14,45.692
270.7,1179.5,49,11.98,45.814
270.8,1184,49,9.82,45.936
270.9,1188.5,49,7.66,46.058
271,1193,49,5.5,46.18
271.1,1194.8,49,5.03,46.098
271.2,1196.6,49,4.56,46.016
271.3,1198.4,49,4.09,45.934
271.4,1200.2,49,3.62,45.852
271.5,1202,49,3.15,45.77
271.6,1203.8,49,2.68,45.688
271.7,1205.6,49,2.21,45.606
271.8,1207.4,49,1.74,45.524
271.9,1209.2,49,1.27,45.442
272,1211,49,0.8,45.36
272.1,1209.4,49,0.76,45.244
272.2,1207.8,49,0.72,45.128
272.3,1206.2,49,0.68,45.012
272.4,1204.6,49,0.64,44.896
272.5,1203,49,0.6,44.78
272.6,1201.4,49,0.56,44.664
272.7,1199.8,49,0.52,44.548
272.8,1198.2,49,0.48,44.432
272.9,1196.6,49,0.44,44.316
273,1195,49,0.4,44.2
273.1,1192.1,49,0.99,44.006
273.2,1189.2,49,1.58,43.812
273.3,1186.3,49,2.17,43.618
273.4,1183.4,49,2.76,43.424
273.5,1180.5,49,3.35,43.23
273.6,1177.6,49,3.94,43.036
273.7,1174.7,49,4.53,42.842
273.8,1171.8,49,5.12,42.648
273.9,1168.9,49,5.71,42.454
274,1166,49,6.3,42.26
274.1,1162.7,49,5.67,42
274.2,1159.4,49,5.04,41.74
274.3,1156.1,49,4.41,41.48
274.4,1152.8,49,3.78,41.22
274.5,1149.5,49,3.15,40.96
274.6,1146.2,49,2.52,40.7
274.7,1142.9,49,1.89,40.44
274.8,1139.6,49,1.26,40.18
274.9,1136.3,49,0.63,39.92
275,1133,49,0,39.66
275.1,1094.7,49.1,0,39.288
275.2,1056.4,49.2,0,38.916
275.3,1018.1,49.3,0,38.544
275.4,979.8,49.4,0,38.172
275.5,941.5,49.5,0,37.8
275.6,903.2,49.6,0,37.428
275.7,864.9,49.7,0,37.056
275.8,826.6,49.8,0,36.684
275.9,788.3,49.9,0,36.312
276,750,50,0,35.94
276.1,750,50,0,35.472
276.2,750,50,0,35.004
276.3,750,50,0,34.536
276.4,750,50,0,34.068
276.5,750,50,0,33.6
276.6,750,50,0,33.132
276.7,750,50,0,32.664
276.8,750,50,0,32.196
276.9,750,50,0,31.728
277,750,50,0,31.26
277.1,815.5,50,0,30.92
277.2,881,50,0,30.58
277.3,946.5,50,0,30.24
277.4,1012,50,0,29.9
277.5,1077.5,50,0,29.56
277.6,1143,50,0,29.22
277.7,1208.5,50,0,28.88
277.8,1274,50,0,28.54
277.9,1339.5,50,0,28.2
278,1405,50,0,27.86
278.1,1387,50,0,27.418
278.2,1369,50,0,26.976
278.3,1351,50,0,26.534
278.4,1333,50,0,26.092
278.5,1315,50,0,25.65
278.6,1297,50,0,25.208
278.7,1279,50,0,24.766
278.8,1261,50,0,24.324
278.9,1243,50,0,23.882
279,1225,50,0,23.44
279.1,1206.3,50,2.71,23.342
279.2,1187.6,50,5.42,23.244
279.3,1168.9,50,8.13,23.146
279.4,1150.2,50,10.84,23.048
279.5,1131.5,50,13.55,22.95
279.6,1112.8,50,16.26,22.852
279.7,1094.1,50,18.97,22.754
279.8,1075.4,50,21.68,22.656
279.9,1056.7,50,24.39,22.558
280,1038,50,27.1,22.46
280.1,1079.9,50,29.06,22.624
280.2,1121.8,50,31.02,22.788
280.3,1163.7,50,32.98,22.952
280.4,1205.6,50,34.94,23.116
280.5,1247.5,50,36.9,23.28
280.6,1289.4,50,38.86,23.444
280.7,1331.3,50,40.82,23.608
280.8,1373.2,50,42.78,23.772
280.9,1415.1,50,44.74,23.936
281,1457,50,46.7,24.1
281.1,1457.4,50,45.36,24.312
281.2,1457.8,50,44.02,24.524
281.3,1458.2,50,42.68,24.736
281.4,1458.6,50,41.34,24.948
281.5,1459,50,40,25.16
281.6,1459.4,50,38.66,25.372
281.7,1459.8,50,37.32,25.584
281.8,1460.2,50,35.98,25.796
281.9,1460.6,50,34.64,26.008
282,1461,50,33.3,26.22
282.1,1481.4,50,37.7,26.328
282.2,1501.8,50,42.1,26.436
282.3,1522.2,50,46.5,26.544
282.4,1542.6,50,50.9,26.652
282.5,1563,50,55.3,26.76
282.6,1583.4,50,59.7,26.868
282.7,1603.8,50,64.1,26.976
282.8,1624.2,50,68.5,27.084
282.9,1644.6,50,72.9,27.192
283,1665,50,77.3,27.3
283.1,1669.3,50,76.2,27.626
283.2,1673.6,50,75.1,27.952
283.3,1677.9,50,74,28.278
283.4,1682.2,50,72.9,28.604
283.5,1686.5,50,71.8,28.93
283.6,1690.8,50,70.7,29.256
283.7,1695.1,50,69.6,29.582
283.8,1699.4,50,68.5,29.908
283.9,1703.7,50,67.4,30.234
284,1708,50,66.3,30.56
284.1,1669.7,50,64.57,31.118
284.2,1631.4,50,62.84,31.676
284.3,1593.1,50,61.11,32.234
284.4,1554.8,50,59.38,32.792
284.5,1516.5,50,57.65,33.35
284.6,1478.2,50,55.92,33.908
284.7,1439.9,50,54.19,34.466
284.8,1401.6,50,52.46,35.024
284.9,1363.3,50,50.73,35.582
285,1325,50,49,36.14
285.1,1350.3,50,52.88,36.23
285.2,1375.6,50,56.76,36.32
285.3,1400.9,50,60.64,36.41
285.4,1426.2,50,64.52,36.5
285.5,1451.5,50,68.4,36.59
285.6,1476.8,50,72.28,36.68
285.7,1502.1,50,76.16,36.77
285.8,1527.4,50,80.04,36.86
285.9,1552.7,50,83.92,36.95
286,1578,50,87.8,37.04
286.1,1565.5,50,82.12,37.422
286.2,1553,50,76.44,37.804
286.3,1540.5,50,70.76,38.186
286.4,1528,50,65.08,38.568
286.5,1515.5,50,59.4,38.95
286.6,1503,50,53.72,39.332
286.7,1490.5,50,48.04,39.714
286.8,1478,50,42.36,40.096
286.9,1465.5,50,36.68,40.478
287,1453,50,31,40.86
287.1,1437.4,50,36.25,41.24
287.2,1421.8,50,41.5,41.62
287.3,1406.2,50,46.75,42
287.4,1390.6,50,52,42.38
287.5,1375,50,57.25,42.76
287.6,1359.4,50,62.5,43.14
287.7,1343.8,50,67.75,43.52
287.8,1328.2,50,73,43.9
287.9,1312.6,50,78.25,44.28
288,1297,50,83.5,44.66
288.1,1307.8,50.1,80.84,44.69
288.2,1318.6,50.2,78.18,44.72
288.3,1329.4,50.3,75.52,44.75
288.4,1340.2,50.4,72.86,44.78
288.5,1351,50.5,70.2,44.81
288.6,1361.8,50.6,67.54,44.84
288.7,1372.6,50.7,64.88,44.87
288.8,1383.4,50.8,62.22,44.9
288.9,1394.2,50.9,59.56,44.93
289,1405,51,56.9,44.96
289.1,1384.3,51,53.68,45.208
289.2,1363.6,51,50.46,45.456
289.3,1342.9,51,47.24,45.704
289.4,1322.2,51,44.02,45.952
289.5,1301.5,51,40.8,46.2
289.6,1280.8,51,37.58,46.448
289.7,1260.1,51,34.36,46.696
289.8,1239.4,51,31.14,46.944
289.9,1218.7,51,27.92,47.192
290,1198,51,24.7,47.44
290.1,1206.1,51,22.35,47.68
290.2,1214.2,51,20,47.92
290.3,1222.3,51,17.65,48.16
290.4,1230.4,51,15.3,48.4
290.5,1238.5,51,12.95,48.64
290.6,1246.6,51,10.6,48.88
290.7,1254.7,51,8.25,49.12
290.8,1262.8,51,5.9,49.36
290.9,1270.9,51,3.55,49.6
291,1279,51,1.2,49.84
291.1,1281.5,51,1.08,49.822
291.2,1284,51,0.96,49.804
291.3,1286.5,51,0.84,49.786
291.4,1289,51,0.72,49.768
291.5,1291.5,51,0.6,49.75
291.6,1294,51,0.48,49.732
291.7,1296.5,51,0.36,49.714
291.8,1299,51,0.24,49.696
291.9,1301.5,51,0.12,49.678
292,1304,51,0,49.66
292.1,1302.3,51.1,1.8,49.546
292.2,1300.6,51.2,3.6,49.432
292.3,1298.9,51.3,5.4,49.318
292.4,1297.2,51.4,7.2,49.204
292.5,1295.5,51.5,9,49.09
292.6,1293.8,51.6,10.8,48.976
292.7,1292.1,51.7,12.6,48.862
292.8,1290.4,51.8,14.4,48.748
292.9,1288.7,51.9,16.2,48.634
293,1287,52,18,48.52
293.1,1284.3,52,18.63,48.386
293.2,1281.6,52,19.26,48.252
293.3,1278.9,52,19.89,48.118
293.4,1276.2,52,20.52,47.984
293.5,1273.5,52,21.15,47.85
293.6,1270.8,52,21.78,47.716
293.7,1268.1,52,22.41,47.582
293.8,1265.4,52,23.04,47.448
293.9,1262.7,52,23.67,47.314
294,1260,52,24.3,47.18
294.1,1258.3,52,24.46,47.082
294.2,1256.6,52,24.62,46.984
294.3,1254.9,52,24.78,46.886
294.4,1253.2,52,24.94,46.788
294.5,1251.5,52,25.1,46.69
294.6,1249.8,52,25.26,46.592
294.7,1248.1,52,25.42,46.494
294.8,1246.4,52,25.58,46.396
294.9,1244.7,52,25.74,46.298
295,1243,52,25.9,46.2
295.1,1242.3,52,26.02,46.178
295.2,1241.6,52,26.14,46.156
295.3,1240.9,52,26.26,46.134
295.4,1240.2,52,26.38,46.112
295.5,1239.5,52,26.5,46.09
295.6,1238.8,52,26.62,46.068
295.7,1238.1,52,26.74,46.046
295.8,1237.4,52,26.86,46.024
295.9,1236.7,52,26.98,46.002
296,1236,52,27.1,45.98
296.1,1235.9,52,26.94,45.994
296.2,1235.8,52,26.78,46.008
296.3,1235.7,52,26.62,46.022
296.4,1235.6,52,26.46,46.036
296.5,1235.5,52,26.3,46.05
296.6,1235.4,52,26.14,46.064
296.7,1235.3,52,25.98,46.078
296.8,1235.2,52,25.82,46.092
296.9,1235.1,52,25.66,46.106
297,1235,52,25.5,46.12
297.1,1235.6,52,25.5,46.158
297.2,1236.2,52,25.5,46.196
297.3,1236.8,52,25.5,46.234
297.4,1237.4,52,25.5,46.272
297.5,1238,52,25.5,46.31
297.6,1238.6,52,25.5,46.348
297.7,1239.2,52,25.5,46.386
297.8,1239.8,52,25.5,46.424
297.9,1240.4,52,25.5,46.462
298,1241,52,25.5,46.5
298.1,1241.6,52,24.75,46.536
298.2,1242.2,52,24,46.572
298.3,1242.8,52,23.25,46.608
298.4,1243.4,52,22.5,46.644
298.5,1244,52,21.75,46.68
298.6,1244.6,52,21,46.716
298.7,1245.2,52,20.25,46.752
298.8,1245.8,52,19.5,46.788
298.9,1246.4,52,18.75,46.824
299,1247,52,18,46.86
299.1,1247.1,52,16.32,46.878
299.2,1247.2,52,14.64,46.896
299.3,1247.3,52,12.96,46.914
299.4,1247.4,52,11.28,46.932
299.5,1247.5,52,9.6,46.95
299.6,1247.6,52,7.92,46.968
299.7,1247.7,52,6.24,46.986
299.8,1247.8,52,4.56,47.004
299.9,1247.9,52,2.88,47.022
300,1248,52,1.2,47.04
300.1,1248.6,52,1.63,46.974
300.2,1249.2,52,2.06,46.908
300.3,1249.8,52,2.49,46.842
300.4,1250.4,52,2.92,46.776
300.5,1251,52,3.35,46.71
300.6,1251.6,52,3.78,46.644
300.7,1252.2,52,4.21,46.578
300.8,1252.8,52,4.64,46.512
300.9,1253.4,52,5.07,46.446
301,1254,52,5.5,46.38
301.1,1251.6,52.1,4.95,46.254
301.2,1249.2,52.2,4.4,46.128
301.3,1246.8,52.3,3.85,46.002
301.4,1244.4,52.4,3.3,45.876
301.5,1242,52.5,2.75,45.75
301.6,1239.6,52.6,2.2,45.624
301.7,1237.2,52.7,1.65,45.498
301.8,1234.8,52.8,1.1,45.372
301.9,1232.4,52.9,0.55,45.246
302,1230,53,0,45.12
302.1,1227.3,53,1.53,45.004
302.2,1224.6,53,3.06,44.888
302.3,1221.9,53,4.59,44.772
302.4,1219.2,53,6.12,44.656
302.5,1216.5,53,7.65,44.54
302.6,1213.8,53,9.18,44.424
302.7,1211.1,53,10.71,44.308
302.8,1208.4,53,12.24,44.192
302.9,1205.7,53,13.77,44.076
303,1203,53,15.3,43.96
303.1,1201,53,14.08,43.856
303.2,1199,53,12.86,43.752
303.3,1197,53,11.64,43.648
303.4,1195,53,10.42,43.544
303.5,1193,53,9.2,43.44
303.6,1191,53,7.98,43.336
303.7,1189,53,6.76,43.232
303.8,1187,53,5.54,43.128
303.9,1185,53,4.32,43.024
304,1183,53,3.1,42.92
304.1,1180,53,3.03,42.87
304.2,1177,53,2.96,42.82
304.3,1174,53,2.89,42.77
304.4,1171,53,2.82,42.72
304.5,1168,53,2.75,42.67
304.6,1165,53,2.68,42.62
304.7,1162,53,2.61,42.57
304.8,1159,53,2.54,42.52
304.9,1156,53,2.47,42.47
305,1153,53,2.4,42.42
305.1,1151.9,53,2.16,42.29
305.2,1150.8,53,1.92,42.16
305.3,1149.7,53,1.68,42.03
305.4,1148.6,53,1.44,41.9
305.5,1147.5,53,1.2,41.77
305.6,1146.4,53,0.96,41.64
305.7,1145.3,53,0.72,41.51
305.8,1144.2,53,0.48,41.38
305.9,1143.1,53,0.24,41.25
306,1142,53,0,41.12
306.1,1102.8,53,1.06,41.07
306.2,1063.6,53,2.12,41.02
306.3,1024.4,53,3.18,40.97
306.4,985.2,53,4.24,40.92
306.5,946,53,5.3,40.87
306.6,906.8,53,6.36,40.82
306.7,867.6,53,7.42,40.77
